name	type	type2	code	alternateGfx	namestr	version	compactsave	rarity	spawnable	mindam	maxdam	1or2handed	2handed	2handmindam	2handmaxdam	minmisdam	maxmisdam		rangeadder	speed	StrBonus	DexBonus	reqstr	reqdex	durability	nodurability	level	levelreq	cost	gamble cost	magic lvl	auto prefix	OpenBetaGfx	normcode	ubercode	ultracode	wclass	2handedwclass	component	hit class	invwidth	invheight	stackable	minstack	maxstack	spawnstack	flippyfile	invfile	uniqueinvfile	setinvfile	hasinv	gemsockets	gemapplytype	special	useable	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	quivered	lightradius	belt	quest	questdiffcheck	missiletype	durwarning	qntwarning	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HraltiMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	Nameable	PermStoreItem
Cloudy Sphere	orb		ob8	ob3	ob8	100		1	1	11	29							14			100				70		41	26	866	12952	1	303	bst	ob3	ob8	obd	1hs	1hs	5	1hss	1	2					flpob3	invob3			1	2	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			5	8	0	xxx	xxx	1	0
Crystalline Globe	orb		ob7	ob1	ob7	100		1	1	10	26							14		-10	100				60		37	23	564	8349	1	303	bst	ob2	ob7	obc	1hs	1hs	5	1hss	1	2					flpob1	invob2			1	2	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			5	8	0	xxx	xxx	1	0
Demon Heart	orb		obd	ob3	obd	100		1	1	23	55							14			100				70		75	51	7364	169705	1	303	bst	ob3	ob8	obd	1hs	1hs	5	1hss	1	2					flpob3	invob3			1	2	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			5	8	0	xxx	xxx	1	0
Dimensional Shard	orb		obf	ob4	obf	100		1	1	30	53							14		10	100				100		85	59	6688	175053	1	303	bst	ob5	oba	obf	1hs	1hs	5	1hss	1	3					flpob5	invob5			1	3	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			5	8	0	xxx	xxx	1	0
Dragon Stone	orb		ob5	ob4	ob5	100		1	1	8	18							14		10	100				100		24	13	662	6214	1	303	bst	ob5	oba	obf	1hs	1hs	5	1hss	1	3					flpob5	invob5			1	3	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1	6	6			1			5	8	0	xxx	xxx	1	0
Eagle Orb	orb		ob1	ob1	ob1	100		1	1	1	2							14		-10	100				40		1	0	56	317	1	303	bst	ob1	ob6	obb	1hs	1hs	5	1hss	1	2					flpob1	invob1			1	2	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					1					1	16	18			1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			5	8	0	xxx	xxx	1	0
Eldritch Orb	orb		obc	ob1	obc	100		1	1	18	50							14		-10	100				60		67	45	6456	133359	1	303	bst	ob2	ob7	obc	1hs	1hs	5	1hss	1	2					flpob1	invob2			1	2	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			5	8	0	xxx	xxx	1	0
Glowing Orb	orb		ob6	ob1	ob6	100		1	1	8	21							14		-10	100				40		32	19	268	4423	1	303	bst	ob1	ob6	obb	1hs	1hs	5	1hss	1	2					flpob1	invob1			1	2	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			5	8	0	xxx	xxx	1	0
Heavenly Stone	orb		obb	ob1	obb	100		1	1	21	46							14		-10	100				40		59	39	7018	127401	1	303	bst	ob1	ob6	obb	1hs	1hs	5	1hss	1	2					flpob1	invob1			1	2	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			5	8	0	xxx	xxx	1	0
Sacred Globe	orb		ob2	ob1	ob2	100		1	1	3	8							14		-10	100				60		8	1	154	1020	1	303	bst	ob2	ob7	obc	1hs	1hs	5	1hss	1	2					flpob1	invob2			1	2	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			5	8	0	xxx	xxx	1	0
Smoked Sphere	orb		ob3	ob3	ob3	100		1	1	4	10							14			100				70		12	4	256	1769	1	303	bst	ob3	ob8	obd	1hs	1hs	5	1hss	1	2					flpob3	invob3			1	2	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					1					1					1					1					1	13	15			1					1					1					1					1					1					1					1					1					1					1					1			5	8	0	xxx	xxx	1	0
Sparkling Ball	orb		ob9	ob4	ob9	100		1	1	13	32							14			100				80		46	30	1324	20807	1	303	bst	ob4	ob9	obe	1hs	1hs	5	1hss	1	2					flpob4	invob4			1	2	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			5	8	0	xxx	xxx	1	0
Swirling Crystal	orb		oba	ob4	oba	100		1	1	18	42							14		10	100				100		50	33	2086	34025	1	303	bst	ob5	oba	obf	1hs	1hs	5	1hss	1	3					flpob5	invob5			1	3	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			5	8	0	xxx	xxx	1	0
Vortex Orb	orb		obe	ob4	obe	100		1	1	12	66							14			100				80		84	58	8402	216189	1	303	bst	ob4	ob9	obe	1hs	1hs	5	1hss	1	2					flpob4	invob4			1	2	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			5	8	0	xxx	xxx	1	0
Ancient Sword	swor		9wd	flc	9wd	0		1	1	18	43								1		100		127	88	88		49	32	2098	33526			flc	wsd	9wd	7wd	1hs	1hs	5	1hsl	1	3					flpwsd	invwsd			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			1	2	0	xxx	xxx	1	0
Ataghan	swor		7sm	scm	7sm	100		1	1	26	46							14		-20	100		138	95	44		61	41	5368	101528			scm	scm	9sm	7sm	1hs	1hs	5	1hsl	1	3					flpscm	invscm	invscmu	invscmu	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			1	2	0	xxx	xxx	1	0
Balrog Blade	swor		7gs	gsd	7gs	100		1	1	15	75	1	1	55	118			17	2		100		185	87	100		71	48	5444	119750			gsd	gis	9gs	7gs	1hs	2hs	5	2hss	1	4					flpgis	invgis	invgisu	invgisu	1	4	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			1	2	0	xxx	xxx	1	0
Bastard Sword	swor		bsw	clm	bsw	0		1	1	7	19	1	1	20	28				1	10	100		62		80		24	13	658	6180			clm	bsw	9b9	7b7	1hs	2hs	5	2hss	1	4					flpbsw	invbsw	invbswu	invbswu	1	4	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					1					1					1					1					1					1	2	2			1					1					1					1					1					1	1	2			1					1	1	2			1					1					1			1	2	0	xxx	xxx	1	0
Battle Sword	swor		9bs	bsd	9bs	0		1	1	16	34										100		92	43	64		40	25	1130	15798			bsd	bsd	9bs	7bs	1hs	1hs	5	1hsl	2	3					flpbsd	invbsd			1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			1	2	0	xxx	xxx	1	0
Broad Sword	swor		bsd	bsd	bsd	0		1	1	7	14										100		48		64		15	6	344	2544			ssd	bsd	9bs	7bs	1hs	1hs	5	1hsl	2	3					flpbsd	invbsd	invbsdu	invbsdu	1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					1					1					1	2	3			1					1					1	1	1			1					1					1					1	2	2			1	2	2			1					1					1					1					1					1			1	2	0	lsd	wsd	1	0
Champion Sword	swor		7b7	clm	7b7	100		1	1	24	54	1	1	71	83			17	2	-10	100		163	103	80		77	53	6646	157630			clm	bsw	9b9	7b7	1hs	2hs	5	2hss	1	4					flpbsw	invbsw	invbswu	invbswu	1	4	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			1	2	0	xxx	xxx	1	0
Claymore	swor		clm	clm	clm	0		1	1	5	12	1	1	13	30				2	10	100		47		100		17	8	420	3245			clm	clm	9cm	7cm	1hs	2hs	5	2hss	1	4					flpclm	invclm			1	4	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					1					1					1	2	3			1					1					1					1					1					1					1	2	2			1	2	2			1					1					1					1					1					1			1	2	0	gis	bsw	1	0
Colossal Sword	swor		7fb	clm	7fb	100		1	1	26	70	1	1	61	121			17	2	10	100		182	95	100		80	55	8266	202650			clm	flb	9fb	7fb	1hs	2hs	5	2hss	2	4					flpflb	invflb			1	8	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			1	2	0	xxx	xxx	1	0
Colossus Blade	swor		7gd	gsd	7gd	100		1	1	25	65	1	1	58	115			17	2	5	100		189	110	100		85	59	7420	193702			gsd	gsd	9gd	7gd	1hs	2hs	5	2hss	2	4					flpgsd	invgsd	invgsdu	invgsdu	1	8	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			1	2	0	xxx	xxx	1	0
Conquest Sword	swor		7bs	bsd	7bs	100		1	1	37	53							14			100		142	112	64		78	54	6348	152693			bsd	bsd	9bs	7bs	1hs	1hs	5	1hsl	2	3					flpbsd	invbsd			1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			1	2	0	xxx	xxx	1	0
Cryptic Sword	swor		7ls	lsd	7ls	100		1	1	5	77							14	1	-10	100		99	109	88		82	57	4768	121659			lsd	lsd	9ls	7ls	1hs	1hs	5	1hsl	2	3					flplsd	invlsd	invlsdu	invlsdu	1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			1	2	0	xxx	xxx	1	0
Crystal Sword	swor		crs	crs	crs	0		1	1	5	15								1		100		43		40		11	3	710	3140			ssd	crs	9cr	7cr	1hs	1hs	5	1hsl	2	3					flpcrs	invcrs	invcrsu	invcrsu	1	6	0		0	item_sword	12	item_sword	0	0	5	0	5	0			0	7	0	0	1					1					1					1					1					1		1			1					1					1		1			1					1					1					1					1	1	1			1	1	1			1					1					1			1	8	0	xxx	xxx	1	0
Cutlass	swor		9sm	scm	9sm	0		1	1	8	21									-30	100		25	52	44		43	27	374	7225			scm	scm	9sm	7sm	1hs	1hs	5	1hsl	1	3					flpscm	invscm	invscmu	invscmu	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			1	2	0	xxx	xxx	1	0
Dacian Falx	swor		9cm	clm	9cm	0		1	1	13	30	1	1	26	61				2	10	100		91	20	100		42	27	1362	19511			clm	clm	9cm	7cm	1hs	2hs	5	2hss	1	4					flpclm	invclm			1	4	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			1	2	0	xxx	xxx	1	0
Dimensional Blade	swor		9cr	crs	9cr	0		1	1	13	35								1		100		85	60	40		37	23	2228	26820			crs	crs	9cr	7cr	1hs	1hs	5	1hsl	2	3					flpcrs	invcrs	inv9cru	inv9cru	1	6	0		0	item_sword	12	item_sword	0	0	5	0	5	0			0	7	0	0	1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			1	8	0	xxx	xxx	1	0
Elegant Blade	swor		7sb	scm	7sb	100		1	1	33	45							14		-10	100		109	122	64		63	42	7596	146946			scm	sbr	9sb	7sb	1hs	1hs	5	1hsl	1	3					flpsbr	invsbr	invsbru	invsbru	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			1	2	0	xxx	xxx	1	0
Espadon	swor		92h	clm	92h	0		1	1	8	26	1	1	18	40				2		100		73	61	88		37	23	744	10358			clm	2hs	92h	72h	1hs	2hs	5	2hss	1	4					flp2hs	inv2hs	inv2hsu	inv2hsu	1	4	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			1	2	0	xxx	xxx	1	0
Executioner Sword	swor		9gd	gsd	9gd	0		1	1	24	40	1	1	47	80				2	10	100		170	110	100		54	36	3552	60476			gsd	gsd	9gd	7gd	1hs	2hs	5	2hss	2	4					flpgsd	invgsd	invgsdu	invgsdu	1	8	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			1	2	0	xxx	xxx	1	0
Falcata	swor		7ss	ssd	7ss	100		1	1	31	59							14			100		150	88	48		56	37	5226	90858			ssd	ssd	9ss	7ss	1hs	1hs	5	1hsl	1	3					flpssd	invssd			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			1	2	0	xxx	xxx	1	0
Falchion	swor		flc	flc	flc	0		1	1	9	17									20	100		33		64		11	3	228	1551			scm	flc	9fc	7fc	1hs	1hs	5	1hsl	1	3					flpflc	invflc	invflcu	invflcu	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					1					1					1	1	2			1					1					1					1					1					1	1	2			1					1					1					1					1					1					1					1			1	2	0	bsd	wsd	1	0
Flamberge	swor		flb	clm	flb	0		1	1	9	15	1	1	13	26				2	-10	100		70	49	100		27	15	800	8080			clm	flb	9fb	7fb	1hs	2hs	5	2hss	2	4					flpflb	invflb			1	8	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					1					1					1					1					1					1	1	2			1					1					1					1					1					1	2	3			1					1	1	3			1					1					1			1	2	0	xxx	xxx	1	0
Giant Sword	swor		gis	gsd	gis	0		1	1	3	16	1	1	9	28				2		100		56	34	100		21	11	486	4364			clm	gis	9gs	7gs	1hs	2hs	5	2hss	1	4					flpgis	invgis	invgisu	invgisu	1	4	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					1					1					1	1	3			1					1					1	2	2			1					1					1					1					1					1					1					1					1					1					1			1	2	0	bsw	flb	1	0
Gladius	swor		9ss	ssd	9ss	0		1	1	8	22										100		25		48		30	18	172	3298			ssd	ssd	9ss	7ss	1hs	1hs	5	1hsl	1	3					flpssd	invssd			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			1	2	0	xxx	xxx	1	0
Gothic Sword	swor		9b9	clm	9b9	0		1	1	14	40	1	1	39	60				1	10	100		113	20	80		48	31	2072	32472			clm	bsw	9b9	7b7	1hs	2hs	5	2hss	1	4					flpbsw	invbsw	invbswu	invbswu	1	4	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			1	2	0	xxx	xxx	1	0
Great Sword	swor		gsd	gsd	gsd	0		1	1	12	20	1	1	25	42				2	10	100		100	60	100		33	20	1150	13288			clm	gsd	9gd	7gd	1hs	2hs	5	2hss	2	4					flpgsd	invgsd	invgsdu	invgsdu	1	8	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					1					1					1					1					1					1					1					1					1					1					1					1	2	4			1					1	1	3			1					1					1			1	2	0	xxx	xxx	1	0
Highland Blade	swor		7cm	clm	7cm	100		1	1	22	62	1	1	67	96			17	2	-5	100		171	104	100		66	45	4798	98531			clm	clm	9cm	7cm	1hs	2hs	5	2hss	1	4					flpclm	invclm			1	4	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			1	2	0	xxx	xxx	1	0
Hydra Edge	swor		7fc	flc	7fc	100		1	1	28	68							14		10	100		142	105	64		69	47	6160	131205			flc	flc	9fc	7fc	1hs	1hs	5	1hsl	1	3					flpflc	invflc			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			1	2	0	xxx	xxx	1	0
Legend Sword	swor		72h	clm	72h	100		1	1	22	56	1	1	50	94			17	2	-15	100		175	100	88		59	39	7930	143555			clm	2hs	92h	72h	1hs	2hs	5	2hss	1	4					flp2hs	inv2hs	inv2hsu	inv2hsu	1	4	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			1	2	0	xxx	xxx	1	0
Long Sword 	swor		lsd	lsd	lsd	0		1	1	3	19								1	-10	100		55	39	88		20	10	506	4290			ssd	lsd	9ls	7ls	1hs	1hs	5	1hsl	2	3					flplsd	invlsd	invlsdu	invlsdu	1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					1					1					1	1	2			1					1					1	2	3			1					1					1					1					1					1	2	3			1					1					1					1					1			1	2	0	wsd	wsd	1	0
Mythical Sword	swor		7wd	flc	7wd	100		1	1	40	50							14	1		100		147	124	88		85	59	6730	176090			flc	wsd	9wd	7wd	1hs	1hs	5	1hsl	1	3					flpwsd	invwsd			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			1	2	0	xxx	xxx	1	0
Phase Blade	swor		7cr	crs	7cr	100		1	1	31	35							14	1	-30	100		25	136	0	1	73	50	8560	191364			crs	crs	9cr	7cr	1hs	1hs	5	1hsl	2	3					flpcrs	invcrs	invcrsu	invcrsu	1	6	0		0	item_sword	12	item_sword	0	0	5	0	5	0			0	7	0	0	1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			1	8	0	xxx	xxx	1	0
Rune Sword	swor		9ls	lsd	9ls	0		1	1	10	42								1	-10	100		103	79	88		44	28	1620	23834			lsd	lsd	9ls	7ls	1hs	1hs	5	1hsl	2	3					flplsd	invlsd	inv9lsu	inv9lsu	1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			1	2	0	xxx	xxx	1	0
Saber	swor		sbr	scm	sbr	0		1	1	3	8									-10	100		25	25	64		8	1	156	1023			scm	sbr	9sb	7sb	1hs	1hs	5	1hsl	1	3					flpsbr	invsbr	inv9sbu	inv9sbu	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3	2	2			1					1					1		2			1					1					1					1					1					1	2	2			1					1					1					1					1					1					1					1			1	2	0	flc	bsd	1	0
Scimitar	swor		scm	scm	scm	0		1	1	2	6									-20	100			21	44		5	0	92	637			scm	scm	9sm	7sm	1hs	1hs	5	1hsl	1	3					flpscm	invscm	invscmu	invscmu	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3	2	2			1	2	2			1					1		2			1					1					1					1					1					1	1	2			1					1					1					1					1					1					1					1			1	2	0	sbr	lsd	1	0
Shamshir	swor		9sb	scm	9sb	0		1	1	10	24									-10	100		58	58	64		35	21	566	7943			scm	sbr	9sb	7sb	1hs	1hs	5	1hsl	1	3					flpsbr	invsbr	invsbru	invsbru	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			1	2	0	xxx	xxx	1	0
Short Sword	swor		ssd	ssd	ssd	0		1	1	3	7										100				48		1	0	24	307			ssd	ssd	9ss	7ss	1hs	1hs	5	1hsl	1	3					flpssd	invssd			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3	1	2			1	2	2			1					1					1					1					1					1					1					1	1	2			1					1					1					1					1					1					1					1			1	2	0	scm	wsd	1	0
Tulwar	swor		9fc	flc	9fc	0		1	1	16	35									20	100		70	42	64		37	23	784	10791			flc	flc	9fc	7fc	1hs	1hs	5	1hsl	1	3					flpflc	invflc			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			1	2	0	xxx	xxx	1	0
Tusk Sword	swor		9gs	gsd	9gs	0		1	1	10	37	1	1	19	58				2		100		104	71	100		45	29	1560	23547			gsd	gis	9gs	7gs	1hs	2hs	5	2hss	1	4					flpgis	invgis	invgisu	invgisu	1	4	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			1	2	0	xxx	xxx	1	0
Two-Handed Sword	swor		2hs	clm	2hs	0		1	1	2	9	1	1	8	17				2		100		35	27	88		10	3	214	1394			clm	2hs	92h	72h	1hs	2hs	5	2hss	1	4					flp2hs	inv2hs	inv2hsu	inv2hsu	1	4	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3	2	2			1					1					1					1					1					1					1					1					1	1	2			1					1					1					1					1					1					1					1			1	2	0	clm	gis	1	0
War Sword	swor		wsd	flc	wsd	0		1	1	8	20								1		100		71	45	88		27	15	666	6992			ssd	wsd	9wd	7wd	1hs	1hs	5	1hsl	1	3					flpwsd	invwsd			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					1					1					1					1					1					1	2	2			1					1					1					1					1					1	2	5			1					1	2	4			1					1	1	1			1			1	2	0	xxx	xxx	1	0
Zweihander	swor		9fb	clm	9fb	0		1	1	19	35	1	1	29	54				2	-10	100		125	94	100		49	32	2500	39450			clm	flb	9fb	7fb	1hs	2hs	5	2hss	2	4					flpflb	invflb	inv9fbu	inv9fbu	1	8	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			1	2	0	xxx	xxx	1	0
Choking Gas Potion	tpot		gpm	gps	gpm	0			1	0	1														2	1	20	2	20	0			gps	gpm			1ht	1ht	5	hth	1	1	1	50	50	50	flpgps	invgpm			1	1	0		0	item_potion	14	item_potion	0	0	5	0	1	0			48	7	3	0	0	1	1			1	1	1			1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			0	0	0	xxx	xxx	0	1
Exploding Potion	tpot		opm	opl	opm	0			1	0	1														2	1	16	1	13	0			opl	opm			1ht	1ht	5	hth	1	1	1	50	50	50	flpops	invopm			1	1	0		0	item_potion	14	item_potion	0	0	5	0	1	0			45	7	3	0	0	1	1			1	1	1			1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			0	0	0	xxx	xxx	0	1
Fulminating Potion	tpot		opl	ops	opl	0			1	0	1														2	1	4	0	4	0			ops	opl			1ht	1ht	5	hth	1	1	1	50	50	50	flpops	invops			1	1	0		0	item_potion	14	item_potion	0	0	5	0	1	0			44	7	3	0	0	1	1			1	1	1			1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			0	0	0	xxx	xxx	0	1
Oil Potion	tpot		ops	opl	ops	0			1	0	1														2	1	28	5	25	0			opl	ops			1ht	1ht	5	hth	1	1	1	50	50	50	flpopl	invopl			1	1	0		0	item_potion	14	item_potion	0	0	5	0	1	0			46	7	3	0	0	1	1			1	1	1			1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			0	0	0	xxx	xxx	0	1
Rancid Gas Potion	tpot		gps	gpl	gps	0			1	0	1														2	1	32	7	33	0			gpl	gps			1ht	1ht	5	hth	1	1	1	50	50	50	flpgpl	invgpl			1	1	0		0	item_potion	14	item_potion	0	0	5	0	1	0			49	7	3	0	0	1	1			1	1	1			1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			0	0	0	xxx	xxx	0	1
Strangling Gas Potion	tpot		gpl	gps	gpl	0			1	0	1														2	1	8	0	7	0			gps	gpl			1ht	1ht	5	hth	1	1	1	50	50	50	flpgps	invgps			1	1	0		0	item_potion	14	item_potion	0	0	5	0	1	0			47	7	3	0	0	1	1			1	1	1			1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			0	0	0	xxx	xxx	0	1
