Id	hcIdx	BaseId	NextInClass	TransLvl	NameStr	MonStatsEx	MonProp	MonType	AI	DescStr	Code	enabled	rangedtype	placespawn	spawn	spawnx	spawny	spawnmode	minion1	minion2	SetBoss	BossXfer	PartyMin	PartyMax	MinGrp	MaxGrp	sparsePopulate	Velocity	Run	Rarity	Level	Level(N)	Level(H)	MonSound	UMonSound	threat	aidel	aidel(N)	aidel(H)	aidist	aidist(N)	aidist(H)	aip1	aip1(N)	aip1(H)	aip2	aip2(N)	aip2(H)	aip3	aip3(N)	aip3(H)	aip4	aip4(N)	aip4(H)	aip5	aip5(N)	aip5(H)	aip6	aip6(N)	aip6(H)	aip7	aip7(N)	aip7(H)	aip8	aip8(N)	aip8(H)	MissA1	MissA2	MissS1	MissS2	MissS3	MissS4	MissC	MissSQ	Align	isSpawn	isMelee	npc	interact	inventory	inTown	lUndead	hUndead	demon	flying	opendoors	boss	primeevil	killable	switchai	noAura	nomultishot	neverCount	petIgnore	deathDmg	genericSpawn	zoo	SendSkills	Skill1	Sk1mode	Sk1lvl	Skill2	Sk2mode	Sk2lvl	Skill3	Sk3mode	Sk3lvl	Skill4	Sk4mode	Sk4lvl	Skill5	Sk5mode	Sk5lvl	Skill6	Sk6mode	Sk6lvl	Skill7	Sk7mode	Sk7lvl	Skill8	Sk8mode	Sk8lvl	Drain	Drain(N)	Drain(H)	coldeffect	coldeffect(N)	coldeffect(H)	ResDm	ResMa	ResFi	ResLi	ResCo	ResPo	ResDm(N)	ResMa(N)	ResFi(N)	ResLi(N)	ResCo(N)	ResPo(N)	ResDm(H)	ResMa(H)	ResFi(H)	ResLi(H)	ResCo(H)	ResPo(H)	DamageRegen	SkillDamage	noRatio	NoShldBlock	ToBlock	ToBlock(N)	ToBlock(H)	Crit	minHP	maxHP	AC	Exp	A1MinD	A1MaxD	A1TH	A2MinD	A2MaxD	A2TH	S1MinD	S1MaxD	S1TH	MinHP(N)	MaxHP(N)	AC(N)	Exp(N)	A1MinD(N)	A1MaxD(N)	A1TH(N)	A2MinD(N)	A2MaxD(N)	A2TH(N)	S1MinD(N)	S1MaxD(N)	S1TH(N)	MinHP(H)	MaxHP(H)	AC(H)	Exp(H)	A1MinD(H)	A1MaxD(H)	A1TH(H)	A2MinD(H)	A2MaxD(H)	A2TH(H)	S1MinD(H)	S1MaxD(H)	S1TH(H)	El1Mode	El1Type	El1Pct	El1MinD	El1MaxD	El1Dur	El1Pct(N)	El1MinD(N)	El1MaxD(N)	El1Dur(N)	El1Pct(H)	El1MinD(H)	El1MaxD(H)	El1Dur(H)	El2Mode	El2Type	El2Pct	El2MinD	El2MaxD	El2Dur	El2Pct(N)	El2MinD(N)	El2MaxD(N)	El2Dur(N)	El2Pct(H)	El2MinD(H)	El2MaxD(H)	El2Dur(H)	El3Mode	El3Type	El3Pct	El3MinD	El3MaxD	El3Dur	El3Pct(N)	El3MinD(N)	El3MaxD(N)	El3Dur(N)	El3Pct(H)	El3MinD(H)	El3MaxD(H)	El3Dur(H)	TreasureClass1	TreasureClass2	TreasureClass3	TreasureClass4	TreasureClass1(N)	TreasureClass2(N)	TreasureClass3(N)	TreasureClass4(N)	TreasureClass1(H)	TreasureClass2(H)	TreasureClass3(H)	TreasureClass4(H)	TCQuestId	TCQuestCP	SplEndDeath	SplGetModeChart	SplEndGeneric	SplClientEnd	*eol
brute3	25	brute2	brute4	1	Crusher	brute3		brute	Brute		YE	1													3	4		8	8	1	9	40	70	brute	brute	10	11	11	10							0	0	0	80	80	85	85	85	75																						1	1									1			1	1							1																										70	70	70	-35	-28	-23	50	0	0	0	130	0	50	0	0	0	130	0	50	0	0	0	130	0	2				10	10	10	10	330	510	170	240	120	170	190	190	210	190	0	0	0	320	450	170	240	120	180	190	170	210	200	0	0	0	320	450	170	240	120	180	190	170	210	200	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0				0	0			0	0			0	0																Act 1 H2H C	Act 1 Champ C	Act 1 Unique C		Act 1 (N) H2H C	Act 1 (N) Champ C	Act 1 (N) Unique C		Act 1 (H) H2H C	Act 1 (H) Champ C	Act 1 (H) Unique C								0
brute4	26	brute2	brute5	2	WailingBeast	brute4		brute	Brute		YE	1													3	5		10	10	1	19	48	79	brute	brute	10	11	11	10							0	0	0	85	85	90	75	75	65																						1	1									1			1	1							1																										70	70	70	-35	-28	-23	50	0	0	50	140	0	50	0	0	50	140	0	50	0	0	50	140	0	2				20	20	20	10	330	500	170	240	120	170	190	180	220	190	0	0	0	320	450	170	240	120	180	190	170	210	200	0	0	0	320	450	170	240	120	180	190	170	210	200	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0				0	0			0	0			0	0																Act 2 H2H C	Act 2 Champ C	Act 2 Unique C		Act 2 (N) H2H C	Act 2 (N) Champ C	Act 2 (N) Unique C		Act 2 (H) H2H C	Act 2 (H) Champ C	Act 2 (H) Unique C								0
brute5	27	brute2	brute1	3	GargantuanBeast	brute5		brute	Brute		YE	1													4	6		10	10	1	23	53	84	brute	brute	10	11	11	10							0	0	0	90	90	95	60	60	50																						1	1									1			1	1							1																										70	70	70	-35	-28	-23	50	100	75	0	0	0	50	100	75	0	0	0	50	100	75	0	0	0	2				25	25	25	10	320	500	170	240	120	180	180	190	220	180	0	0	0	320	450	170	240	120	180	190	170	210	200	0	0	0	320	450	170	240	120	180	190	170	210	200	0	0	0	A1	fire	0	0	0	0	20	50	70	0	20	60	90	0				0	0			0	0			0	0																Act 3 H2H B	Act 3 Champ B	Act 3 Unique B		Act 3 (N) H2H B	Act 3 (N) Champ B	Act 3 (N) Unique B		Act 3 (H) H2H B	Act 3 (H) Champ B	Act 3 (H) Unique B								0
brute1	28	brute2		4	Brute	brute1		brute	Brute		YE	1													17	23		15	15	1	1	36	67	brute	brute	10	15	14	13							0	0	0	100	100	100	45	45	35																						1	1									1			1	1							1																										100	100	100	-80	-80	-80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2				0	0	0	0	100	100	170	100	100	100	300	100	100	300	0	0	0	100	100	170	100	100	100	300	100	100	300	0	0	0	100	100	170	100	100	100	300	100	100	300	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0				0	0			0	0			0	0																Fodder	Act 1 Champ A	Act 1 Unique A		Fodder	Act 1 (N) Champ A	Act 1 (N) Unique A		Fodder	Act 1 (H) Champ A	Act 1 (H) Unique A								0
sandraider1	29	sandraider1	sandraider2	0	SandRaider	sandraider1		sandraider	SandRaider		SR	1													3	5		10	10	1	13	43	74	sandraider	sandraider	10	15	14	13							70	70	40	75	80	85	70	75	85	18	12	9				50	50	50													1	1									1			1	1							1		Fire Hit	seq_firehit	1																						70	53	46	-35	-32	-28	25	0	100	50	0	33	25	0	100	50	0	33	25	0	100	50	0	33	2				25	25	25	10	310	460	170	230	130	170	350	180	220	360	140	170	500	300	390	220	260	110	170	350	170	210	360	130	160	500	300	390	220	260	110	170	350	170	210	360	130	160	500	S1	fire	100	170	210	0	100	180	220	0	100	210	260	0				0	0			0	0			0	0																Act 2 H2H A	Act 2 Champ A	Act 2 Unique A		Act 2 (N) H2H A	Act 2 (N) Champ A	Act 2 (N) Unique A		Act 2 (H) H2H A	Act 2 (H) Champ A	Act 2 (H) Unique A								0
sandraider2	30	sandraider1	sandraider3	1	Marauder	sandraider2		sandraider	SandRaider		SR	1													3	6		10	10	1	17	46	77	sandraider	sandraider	10	15	14	13							70	60	20	80	85	90	70	75	85	15	10	7	1	1	1	50	50	50													1	1									1			1	1							1		Fire Hit	seq_firehit	2																						70	53	46	-35	-32	-28	25	0	50	0	100	33	25	0	50	0	100	33	25	0	50	0	100	33	2				30	30	30	10	310	460	170	230	120	170	350	180	220	360	140	170	500	300	390	220	260	110	170	350	170	210	360	130	160	500	300	390	220	260	110	170	350	170	210	360	130	160	500	S1	cold	100	170	210	110	100	180	220	80	100	210	260	80				0	0			0	0			0	0																Act 2 H2H B	Act 2 Champ B	Act 2 Unique B		Act 2 (N) H2H B	Act 2 (N) Champ B	Act 2 (N) Unique B		Act 2 (H) H2H B	Act 2 (H) Champ B	Act 2 (H) Unique B								0
sandraider3	31	sandraider1	sandraider4	2	Invader	sandraider3		sandraider	SandRaider		SR	1													4	6		11	11	1	18	47	78	sandraider	sandraider	10	15	14	13							70	50	10	85	90	95	70	80	90	13	9	6				50	50	50													1	1									1			1	1							1		Fire Hit	seq_firehit	3																						70	53	46	-35	-32	-28	25	0	110	50	0	33	25	0	110	50	0	33	25	0	110	50	0	33	2				35	35	35	10	310	460	170	230	130	160	350	180	220	360	140	170	500	300	390	220	260	110	170	350	170	210	360	130	160	500	300	390	220	260	110	170	350	170	210	360	130	160	500	S1	fire	100	170	210	0	100	180	220	0	100	210	260	0				0	0			0	0			0	0																Act 2 H2H B	Act 2 Champ B	Act 2 Unique B		Act 2 (N) H2H B	Act 2 (N) Champ B	Act 2 (N) Unique B		Act 2 (H) H2H B	Act 2 (H) Champ B	Act 2 (H) Unique B								0
sandraider4	32	sandraider1	sandraider5	3	Infidel	sandraider4		sandraider	SandRaider		SR	1													4	8		11	11	1	24	53	81	sandraider	sandraider	10	15	14	13							70	40	10	88	95	99	70	80	90	10	7	5	1	1	1	50	50	50													1	1									1			1	1							1		Fire Hit	seq_firehit	4																						70	53	46	-35	-32	-28	25	0	50	0	110	33	25	0	50	0	110	33	25	0	50	0	110	33	2				45	45	45	10	310	460	170	230	120	160	350	180	220	360	140	170	500	300	390	220	260	110	170	350	170	210	360	130	160	500	300	390	220	260	110	170	350	170	210	360	130	160	500	S1	cold	100	170	210	110	100	180	220	80	100	210	260	80				0	0			0	0			0	0																Act 3 H2H A	Act 3 Champ A	Act 3 Unique A		Act 3 (N) H2H A	Act 3 (N) Champ A	Act 3 (N) Unique A		Act 3 (H) H2H A	Act 3 (H) Champ A	Act 3 (H) Unique A								0
sandraider5	33	sandraider1	sandraider6	4	Assailant	sandraider5		sandraider	SandRaider		SR	1													5	8		13	13	1	26	59	84	sandraider	sandraider	10	15	14	13							70	30	10	90	99	100	70	80	90	7	5	4				50	50	50													1	1									1			1	1							1		Fire Hit	seq_firehit	5																						70	53	46	-35	-32	-28	25	0	120	50	0	33	25	0	120	50	0	33	25	0	120	50	0	33	2				50	50	50	10	310	460	170	250	130	160	350	180	220	360	140	170	500	300	390	220	260	110	170	350	170	210	360	130	160	500	300	390	220	260	110	170	350	170	210	360	130	160	500	S1	fire	100	170	210	0	100	180	220	0	100	210	260	0				0	0			0	0			0	0																Act 4 H2H A	Act 4 Champ A	Act 4 Unique A		Act 4 (N) H2H A	Act 4 (N) Champ A	Act 4 (N) Unique A		Act 4 (H) H2H A	Act 4 (H) Champ A	Act 4 (H) Unique A								0
gorgon1	34	gorgon1	gorgon2	0	unused	gorgon1			Idle		GO	1																									11	11	10																																					1													1																																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2				0	0	0	0	40	40	0	0	0	0	0	0	0	0	0	0	0	30	30	0	0	0	0	0	0	0	0	0	0	0	30	30	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0				0	0			0	0			0	0																																		0
gorgon2	35	gorgon1	gorgon3	1	unused	gorgon2			Idle		GO	1																									11	11	10																																					1													1																																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2				0	0	0	0	40	40	0	0	0	0	0	0	0	0	0	0	0	30	30	0	0	0	0	0	0	0	0	0	0	0	30	30	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0				0	0			0	0			0	0																																		0
gorgon3	36	gorgon1	gorgon4	2	unused	gorgon3			Idle		GO	1																									11	11	10																																					1													1																																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2				0	0	0	0	40	40	0	0	0	0	0	0	0	0	0	0	0	30	30	0	0	0	0	0	0	0	0	0	0	0	30	30	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0				0	0			0	0			0	0																																		0
gorgon4	37	gorgon1		3	unused	gorgon4			Idle		GO	1																									11	11	10																																					1													1																																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2				0	0	0	0	40	40	0	0	0	0	0	0	0	0	0	0	0	30	30	0	0	0	0	0	0	0	0	0	0	0	30	30	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0				0	0			0	0			0	0																																		0
wraith1	38	wraith1	wraith2	0	Ghost	wraith1		wraith	Wraith	drains mana	WR	1													2	4		10	10	1	7	38	75	wraith	wraith	10	11	11	10				100	100	100	0	0	0	70	75	80																									1	1					1			1	1			1	1																																	70	46	23	-35	-23	0	100	50	0	0	50	75	100	50	0	0	50	75	100	50	0	0	50	75	2				10	10	10	10	210	370	170	190	120	200	190	0	0	0	0	0	0	160	210	260	210	100	160	190	0	0	0	0	0	0	160	210	260	210	100	160	190	0	0	0	0	0	0	A1	mana	40	120	170	0	40	160	290	0	40	290	420	0				0	0			0	0			0	0																Act 1 Wraith B	Act 1 Champ B	Act 1 Unique B		Act 1 (N) Wraith B	Act 1 (N) Champ B	Act 1 (N) Unique B		Act 1 (H) Wraith B	Act 1 (H) Champ B	Act 1 (H) Unique B								0
wraith2	39	wraith1	wraith3	1	Wraith	wraith2		wraith	Wraith	drains mana	WR	1													2	5		11	11	1	10	41	71	wraith	wraith	10	11	11	10				100	100	100	0	0	0	75	80	85																									1	1					1			1	1			1	1																																	70	46	23	-35	-23	0	100	50	0	0	60	75	100	50	0	0	60	75	100	50	0	0	60	75	2				10	10	10	10	210	390	170	180	120	190	180	0	0	0	0	0	0	160	210	260	210	100	160	190	0	0	0	0	0	0	160	210	260	210	100	160	190	0	0	0	0	0	0	A1	mana	50	110	170	0	50	160	290	0	50	290	420	0				0	0			0	0			0	0																Act 1 Wraith C	Act 1 Champ C	Act 1 Unique C		Act 1 (N) Wraith C	Act 1 (N) Champ C	Act 1 (N) Unique C		Act 1 (H) Wraith C	Act 1 (H) Champ C	Act 1 (H) Unique C								0
wraith3	40	wraith1	wraith4	2	Specter	wraith3		wraith	Wraith	drains mana	WR	1													3	5		11	11	1	19	48	79	wraith	wraith	10	11	11	10				100	100	100	0	0	0	80	85	90																									1	1					1			1	1			1	1																																	70	46	23	-35	-23	0	100	50	0	0	70	75	100	50	0	0	70	75	100	50	0	0	70	75	2				20	20	20	10	210	390	170	180	120	170	190	0	0	0	0	0	0	160	210	260	210	100	160	190	0	0	0	0	0	0	160	210	260	210	100	160	190	0	0	0	0	0	0	A1	mana	50	90	130	0	50	160	290	0	50	290	420	0				0	0			0	0			0	0																Act 2 Wraith C	Act 2 Champ C	Act 2 Unique C		Act 2 (N) Wraith C	Act 2 (N) Champ C	Act 2 (N) Unique C		Act 2 (H) Wraith C	Act 2 (H) Champ C	Act 2 (H) Unique C								0
wraith4	41	wraith1	wraith5	3	Apparition	wraith4		wraith	Wraith	drains mana	WR	1													3	6		13	13	1	20	49	80	wraith	wraith	10	11	11	10				100	100	100	0	0	0	85	90	95																									1	1					1			1	1			1	1																																	70	46	23	-35	-23	0	100	50	0	0	75	75	100	50	0	0	75	75	100	50	0	0	75	75	2				20	20	20	10	210	380	170	190	120	180	190	0	0	0	0	0	0	160	210	260	210	100	160	190	0	0	0	0	0	0	160	210	260	210	100	160	190	0	0	0	0	0	0	A1	mana	60	100	150	0	60	160	290	0	60	290	420	0				0	0			0	0			0	0																Act 2 Wraith C	Act 2 Champ C	Act 2 Unique C		Act 2 (N) Wraith C	Act 2 (N) Champ C	Act 2 (N) Unique C		Act 2 (H) Wraith C	Act 2 (H) Champ C	Act 2 (H) Unique C								0
wraith5	42	wraith1	wraith6	4	DarkShape	wraith5		wraith	Wraith	drains mana	WR	1													4	6		14	14	1	22	51	81	wraith	wraith	10	11	11	10				100	100	100	0	0	0	90	95	99																									1	1					1			1	1			1	1																																	70	46	23	-35	-23	0	100	50	0	0	80	75	100	50	0	0	80	75	100	50	0	0	80	75	2				20	20	20	10	210	380	170	190	130	180	190	0	0	0	0	0	0	160	210	260	210	100	160	190	0	0	0	0	0	0	160	210	260	210	100	160	190	0	0	0	0	0	0	A1	mana	70	110	180	0	70	160	290	0	70	290	420	0				0	0			0	0			0	0																Act 3 Wraith A	Act 3 Champ A	Act 3 Unique A		Act 3 (N) Wraith A	Act 3 (N) Champ A	Act 3 (N) Unique A		Act 3 (H) Wraith A	Act 3 (H) Champ A	Act 3 (H) Unique A								0
corruptrogue1	43	corruptrogue1	corruptrogue2	0	DarkHunter	corruptrogue1		corruptrogue	CorruptRogue		CR	1													3	5		10	10	1	2	36	67	corruptrogue	corruptrogue	10	11	11	10				100	100	100	0	0	0	75	80	85	100	100	100	20	50	75																			1	1							1		1			1	1							1																										70	70	70	-35	-28	-23	20	20	33	33	100	20	20	20	33	33	100	20	20	20	33	33	100	20	2				10	10	10	10	160	240	170	160	80	170	200	0	0	0	0	0	0	150	230	190	190	100	170	260	0	0	0	0	0	0	150	230	190	190	100	170	260	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0				0	0			0	0			0	0																Act 1 H2H A	Act 1 Champ A	Act 1 Unique A		Act 1 (N) H2H A	Act 1 (N) Champ A	Act 1 (N) Unique A		Act 1 (H) H2H A	Act 1 (H) Champ A	Act 1 (H) Unique A								0
corruptrogue2	44	corruptrogue1	corruptrogue3	1	VileHunter	corruptrogue2		corruptrogue	CorruptRogue		CR	1													3	6		11	14	1	5	38	68	corruptrogue	corruptrogue	10	11	11	10				100	100	100	0	0	0	80	85	90	100	100	100	20	50	75																			1	1							1		1			1	1							1																										70	70	70	-35	-28	-23	20	20	33	33	120	20	20	20	33	33	120	20	20	20	33	33	120	20	2				20	20	20	10	160	240	170	160	110	200	180	0	0	0	0	0	0	150	230	190	190	100	170	260	0	0	0	0	0	0	150	230	190	190	100	170	260	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0				0	0			0	0			0	0																Act 1 H2H B	Act 1 Champ B	Act 1 Unique B		Act 1 (N) H2H B	Act 1 (N) Champ B	Act 1 (N) Unique B		Act 1 (H) H2H B	Act 1 (H) Champ B	Act 1 (H) Unique B								0
corruptrogue3	45	corruptrogue1	corruptrogue4	2	DarkStalker	corruptrogue3		corruptrogue	CorruptRogue		CR	1													4	6		11	17	1	8	39	69	corruptrogue	corruptrogue	10	11	11	10				100	100	100	0	0	0	85	90	95	100	100	100	20	50	75																			1	1							1		1			1	1							1		CountessFirewall	A1	10																						70	70	70	-35	-28	-23	20	20	33	33	130	20	20	20	33	33	130	20	20	20	33	33	130	20	2				25	25	25	10	170	260	170	160	110	190	190	0	0	0	0	0	0	150	230	190	190	100	170	260	0	0	0	0	0	0	150	230	190	190	100	170	260	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0				0	0			0	0			0	0																Act 1 H2H C	Act 1 Champ C	Act 1 Unique C		Act 1 (N) H2H C	Act 1 (N) Champ C	Act 1 (N) Unique C		Act 1 (H) H2H C	Act 1 (H) Champ C	Act 1 (H) Unique C								0
corruptrogue4	46	corruptrogue1	corruptrogue5	3	BlackRogue	corruptrogue4		corruptrogue	CorruptRogue		CR	1													4	8		13	20	1	9	40	70	corruptrogue	corruptrogue	10	11	11	10				100	100	100	0	0	0	88	95	95	100	100	100	20	50	75																			1	1							1		1			1	1							1																										70	70	70	-35	-28	-23	20	20	33	33	140	20	20	20	33	33	140	20	20	20	33	33	140	20	2				35	35	35	10	170	260	170	160	100	190	190	0	0	0	0	0	0	150	230	190	190	100	170	260	0	0	0	0	0	0	150	230	190	190	100	170	260	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0				0	0			0	0			0	0																Act 1 H2H C	Act 1 Champ C	Act 1 Unique C		Act 1 (N) H2H C	Act 1 (N) Champ C	Act 1 (N) Unique C		Act 1 (H) H2H C	Act 1 (H) Champ C	Act 1 (H) Unique C								0
corruptrogue5	47	corruptrogue1	corruptrogue6	4	FleshHunter	corruptrogue5		corruptrogue	CorruptRogue		CR	1													5	8		14	20	1	23	53	84	corruptrogue	corruptrogue	10	11	11	10				100	100	100	0	0	0	90	99	100	100	100	100	20	50	75																			1	1							1		1			1	1							1																										70	70	70	-35	-28	-23	40	20	33	33	150	20	40	20	33	33	150	20	40	20	33	33	150	20	2				40	40	40	10	170	250	170	160	100	200	180	0	0	0	0	0	0	150	230	190	190	100	170	260	0	0	0	0	0	0	150	230	190	190	100	170	260	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0				0	0			0	0			0	0																Act 3 H2H B	Act 3 Champ B	Act 3 Unique B		Act 3 (N) H2H B	Act 3 (N) Champ B	Act 3 (N) Unique B		Act 3 (H) H2H B	Act 3 (H) Champ B	Act 3 (H) Unique B								0
baboon1	48	baboon1	baboon2	0	DuneBeast	baboon1		baboon	Baboon		BB	1													2	4		13	20	1	18	47	78	baboon	baboon	10	11	11	10				33	33	33	0	0	0	55	60	65	0	0	0	1	2	3																			1	1									1			1	1							1																										70	70	70	-35	-28	-23	33	0	0	100	50	25	33	0	0	100	50	25	33	0	0	100	50	25	2				20	20	20	10	260	340	170	190	110	240	180	110	240	180	0	0	0	210	300	220	220	90	190	240	90	170	260	0	0	0	210	300	220	220	90	190	240	90	170	260	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0				0	0			0	0			0	0																Act 2 H2H B	Act 2 Champ B	Act 2 Unique B		Act 2 (N) H2H B	Act 2 (N) Champ B	Act 2 (N) Unique B		Act 2 (H) H2H B	Act 2 (H) Champ B	Act 2 (H) Unique B								0
baboon2	49	baboon1	baboon3	1	RockDweller	baboon2		baboon	Baboon		BB	1													2	5		13	20	1	18	55	83	baboon	baboon	10	11	11	10				33	33	33	0	0	0	60	65	70	15	15	15	1	2	3																			1	1									1			1	1							1																										70	70	70	-35	-28	-23	33	0	0	100	50	25	33	0	0	100	50	25	33	0	0	100	50	25	2				20	20	20	10	260	340	170	190	110	240	180	110	240	180	0	0	0	210	300	220	220	90	190	240	90	170	260	0	0	0	210	300	220	220	90	190	240	90	170	260	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0				0	0			0	0			0	0																Act 2 H2H B	Act 2 Champ B	Act 2 Unique B		Act 2 (N) H2H B	Act 2 (N) Champ B	Act 2 (N) Unique B		Act 2 (H) H2H B	Act 2 (H) Champ B	Act 2 (H) Unique B								0
baboon3	50	baboon1	baboon4	2	JungleHunter	baboon3		baboon	Baboon		BB	1													3	5		13	22	1	21	49	79	baboon	baboon	10	11	11	10				33	33	33	0	0	0	65	70	75	25	25	25	1	2	3																			1	1									1			1	1							1																										70	70	70	-35	-28	-23	45	0	0	105	50	25	45	0	0	105	50	25	45	0	0	105	50	25	2				20	20	20	10	250	340	170	190	110	240	190	110	240	190	0	0	0	210	300	220	220	90	190	240	90	170	260	0	0	0	210	300	220	220	90	190	240	90	170	260	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0				0	0			0	0			0	0																Act 3 H2H A	Act 3 Champ A	Act 3 Unique A		Act 3 (N) H2H A	Act 3 (N) Champ A	Act 3 (N) Unique A		Act 3 (H) H2H A	Act 3 (H) Champ A	Act 3 (H) Unique A								0
baboon4	51	baboon1	baboon5	3	DoomApe	baboon4		baboon	Baboon		BB	1													3	6		13	22	1	22	52	80	baboon	baboon	10	11	11	10				33	33	33	0	0	0	70	75	80	40	40	40	1	2	3																			1	1									1			1	1							1																										70	70	70	-35	-28	-23	45	0	0	105	50	25	45	0	0	105	50	25	45	0	0	105	50	25	2				20	20	20	10	250	340	170	190	110	250	190	110	250	190	0	0	0	210	300	220	220	90	190	240	90	170	260	0	0	0	210	300	220	220	90	190	240	90	170	260	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0				0	0			0	0			0	0																Act 3 H2H A	Act 3 Champ A	Act 3 Unique A		Act 3 (N) H2H A	Act 3 (N) Champ A	Act 3 (N) Unique A		Act 3 (H) H2H A	Act 3 (H) Champ A	Act 3 (H) Unique A								0
baboon5	52	baboon1	baboon7	4	TempleGuard	baboon5		baboon	Baboon		BB	1													4	6		13	23	1	24	53	81	baboon	baboon	10	11	11	10				33	33	33	0	0	0	75	80	85	50	50	50	1	2	3																			1	1									1			1	1							1																										70	70	70	-35	-28	-23	50	0	0	110	50	25	50	0	0	110	50	25	50	0	0	110	50	25	2				25	25	25	10	250	340	170	190	110	240	180	110	240	180	0	0	0	210	300	220	220	90	190	240	90	170	260	0	0	0	210	300	220	220	90	190	240	90	170	260	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0				0	0			0	0			0	0																Act 3 H2H B	Act 3 Champ B	Act 3 Unique B		Act 3 (N) H2H B	Act 3 (N) Champ B	Act 3 (N) Unique B		Act 3 (H) H2H B	Act 3 (H) Champ B	Act 3 (H) Unique B								0
goatman1	53	goatman1	goatman2	0	MoonClan	goatman1		goatman	Goatman		GM	1													2	4		10	10	1	4	37	68	goatman	goatman	10	11	11	10				100	100	100	0	0	0	80	80	80																									1	1							1		1			1	1							1																										70	63	56	-35	-28	-23	50	0	0	0	100	0	50	0	0	0	100	0	50	0	0	0	100	0	2				5	5	5	10	260	310	100	180	140	200	180	0	0	0	0	0	0	230	290	120	180	120	190	170	0	0	0	0	0	0	230	290	120	180	120	190	170	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0				0	0			0	0			0	0																Act 1 H2H A	Act 1 Champ A	Act 1 Unique A		Act 1 (N) H2H A	Act 1 (N) Champ A	Act 1 (N) Unique A		Act 1 (H) H2H A	Act 1 (H) Champ A	Act 1 (H) Unique A								0
goatman2	54	goatman1	goatman3	1	NightClan	goatman2		goatman	Goatman		GM	1													2	5		11	11	1	6	38	69	goatman	goatman	10	11	11	10				100	100	100	0	0	0	80	80	85																									1	1							1		1			1	1							1																										70	63	56	-35	-28	-23	50	0	0	110	0	0	50	0	0	110	0	0	50	0	0	110	0	0	2				5	5	5	10	270	320	100	180	150	220	190	0	0	0	0	0	0	230	290	120	180	120	190	170	0	0	0	0	0	0	230	290	120	180	120	190	170	0	0	0	0	0	0	A1	ltng	0	0	0	0	20	40	120	0	20	50	140	0				0	0			0	0			0	0																Act 1 H2H B	Act 1 Champ B	Act 1 Unique B		Act 1 (N) H2H B	Act 1 (N) Champ B	Act 1 (N) Unique B		Act 1 (H) H2H B	Act 1 (H) Champ B	Act 1 (H) Unique B								0
goatman3	55	goatman1	goatman4	2	BloodClan	goatman3		goatman	Goatman		GM	1													3	5		13	13	1	7	38	75	goatman	goatman	10	11	11	10				100	100	100	0	0	0	80	85	90																									1	1							1		1			1	1							1																										70	63	56	-35	-28	-23	50	0	100	0	0	0	50	0	100	0	0	0	50	0	100	0	0	0	2				10	10	10	10	260	310	100	180	150	250	190	0	0	0	0	0	0	230	290	120	180	110	180	170	0	0	0	0	0	0	230	290	120	180	110	180	170	0	0	0	0	0	0	A1	fire	0	0	0	0	20	60	90	0	30	80	120	0				0	0			0	0			0	0																Act 1 H2H B	Act 1 Champ B	Act 1 Unique B		Act 1 (N) H2H B	Act 1 (N) Champ B	Act 1 (N) Unique B		Act 1 (H) H2H B	Act 1 (H) Champ B	Act 1 (H) Unique B								0
